time h A h_sea a Q_f W_Dir W_Vel
201.8 0.19 248007500 0.340 5.000 18.301 30 3.0
201.84 0.20 246770000 0.180 5.000 18.212 30 3.0
201.88 0.19 248007500 -0.090 5.000 18.122 20 3.0
201.92 0.20 246770000 -0.280 1.000 18.032 360 3.0
201.96 0.19 248007500 -0.200 1.000 17.943 360 3.0
202 0.18 249245000 -0.090 1.000 17.854 360 3.0
202.04 0.19 248007500 -0.090 1.000 17.764 360 4.0
202.08 0.18 249245000 0.040 5.000 17.929 330 5.0
202.12 0.19 248007500 0.260 1.000 18.094 340 5.0
202.16 0.18 249245000 0.500 1.000 18.260 340 6.0
202.2 0.18 249245000 0.550 1.000 18.425 350 6.0
202.24 0.18 249245000 0.480 1.000 18.590 360 6.0
202.28 0.18 249245000 0.420 1.000 18.755 360 5.0
202.32 0.19 248007500 0.310 1.000 18.921 10 5.0
202.36 0.19 248007500 0.030 1.000 19.086 360 5.0
202.4 0.19 248007500 -0.230 1.000 19.251 20 4.0
202.44 0.19 248007500 -0.280 1.000 19.417 50 5.0
202.48 0.19 248007500 -0.180 1.000 19.582 70 5.0
202.52 0.21 245488000 -0.150 1.000 19.747 70 5.0
202.56 0.20 246770000 -0.110 1.000 19.912 70 2.0
202.6 0.19 248007500 0.060 1.000 20.077 50 2.0
202.64 0.19 248007500 0.280 1.000 20.243 80 3.0
202.68 0.19 248007500 0.450 1.000 20.408 80 4.0
202.72 0.19 248007500 0.420 1.000 20.573 80 4.0
202.76 0.20 246770000 0.390 1.000 20.739 100 4.0
202.8 0.19 248007500 0.280 1.000 20.904 70 3.0
202.84 0.19 248007500 0.040 1.000 21.069 110 4.0
202.88 0.19 248007500 -0.210 1.000 21.234 60 2.0
202.92 0.19 248007500 -0.290 1.000 21.399 40 2.0
202.96 0.18 249245000 -0.200 1.000 21.565 40 2.0
203 0.19 248007500 -0.120 1.000 21.730 80 2.0
203.04 0.19 248007500 -0.100 1.000 21.761 240 2.0
203.08 0.19 248007500 0.100 1.000 21.791 280 2.0
203.12 0.18 249245000 0.330 1.000 21.822 200 4.0
203.16 0.19 248007500 0.500 1.000 21.852 140 11.0
203.2 0.20 246770000 0.500 1.000 21.883 140 3.0
203.24 0.24 241642000 0.440 1.000 21.913 50 6.0
203.28 0.23 242924000 0.290 1.000 21.944 60 7.0
203.32 0.18 249245000 0.090 1.000 21.974 70 7.0
203.36 0.18 249245000 -0.180 1.000 22.005 100 6.0
203.4 0.22 244206000 -0.370 1.000 22.035 100 8.0
203.44 0.22 244206000 -0.310 1.000 22.066 110 8.0
203.48 0.22 244206000 -0.210 1.000 22.097 110 8.0
203.52 0.22 244206000 -0.190 1.000 22.127 110 7.0
203.56 0.20 246770000 -0.070 1.000 22.158 90 5.0
203.6 0.20 246770000 0.090 5.000 22.188 100 7.0
203.64 0.20 246770000 0.320 5.000 22.219 100 7.0
203.68 0.20 246770000 0.440 5.000 22.249 100 8.0
203.72 0.22 244206000 0.380 5.000 22.280 100 8.0
203.76 0.22 244206000 0.320 5.000 22.310 90 6.0
203.8 0.22 244206000 0.150 1.000 22.341 90 4.0
203.84 0.21 245488000 -0.100 1.000 22.371 100 6.0
203.88 0.19 248007500 -0.310 1.000 22.402 100 5.0
203.92 0.19 248007500 -0.330 1.000 22.432 120 4.0
203.96 0.20 246770000 -0.220 1.000 22.463 120 3.0
204 0.19 248007500 -0.210 1.000 22.082 100 3.0
204.04 0.19 248007500 -0.170 1.000 21.702 90 2.0
204.08 0.19 248007500 0.090 5.000 21.321 170 9.0
204.12 0.19 248007500 0.300 5.000 20.941 130 19.0
204.16 0.22 244206000 0.420 5.000 20.560 70 9.0
204.2 0.17 250482500 0.330 5.000 20.180 30 5.0
204.24 0.27 237796000 0.300 5.000 19.799 60 3.0
204.28 0.16 251720000 0.190 1.000 19.418 80 4.0
204.32 0.19 248007500 -0.030 1.000 19.038 110 5.0
204.36 0.22 244206000 -0.320 1.000 18.657 110 6.0
204.4 0.20 246770000 -0.430 1.000 18.277 120 5.0
204.44 0.20 246770000 -0.310 1.000 17.896 120 5.0
204.48 0.21 245488000 -0.270 1.000 17.515 120 6.0
204.52 0.22 244206000 -0.220 1.000 17.135 120 6.0
204.56 0.21 245488000 -0.060 1.000 16.754 110 6.0
204.6 0.21 245488000 0.140 5.000 16.374 110 7.0
204.64 0.22 244206000 0.310 5.000 15.993 110 7.0
204.68 0.21 245488000 0.350 5.000 15.613 110 6.0
204.72 0.21 245488000 0.310 5.000 15.232 100 5.0
204.76 0.22 244206000 0.210 5.000 14.851 100 6.0
204.8 0.21 245488000 0.000 1.000 14.471 110 5.0
204.84 0.21 245488000 -0.240 1.000 14.090 110 7.0
204.88 0.21 245488000 -0.430 1.000 13.710 110 8.0
204.92 0.20 246770000 -0.370 1.000 13.329 110 7.0
204.96 0.22 244206000 -0.280 1.000 13.305 120 6.0
205 0.21 245488000 -0.290 1.000 13.281 110 6.0
205.04 0.20 246770000 -0.130 1.000 13.257 140 6.0
205.08 0.22 244206000 0.100 7.000 13.232 120 7.0
205.12 0.21 245488000 0.310 7.000 13.208 110 7.0
205.16 0.22 244206000 0.370 7.000 13.184 100 6.0
205.2 0.22 244206000 0.350 7.000 13.160 100 6.0
205.24 0.22 244206000 0.290 7.000 13.136 90 5.0
205.28 0.22 244206000 0.110 7.000 13.111 90 8.0
205.32 0.22 244206000 -0.160 1.000 13.087 90 8.0
205.36 0.24 241642000 -0.430 1.000 13.063 90 7.0
205.4 0.22 244206000 -0.450 1.000 13.039 90 7.0
205.44 0.22 244206000 -0.330 1.000 13.015 100 7.0
205.48 0.22 244206000 -0.270 1.000 12.991 100 6.0
205.52 0.23 242924000 -0.220 1.000 12.967 90 8.0
205.56 0.23 242924000 -0.070 1.000 12.942 90 8.0
205.6 0.23 242924000 0.140 7.000 12.918 100 8.0
205.64 0.24 241642000 0.290 7.000 12.894 100 8.0
205.68 0.24 241642000 0.320 7.000 12.870 90 7.0
205.72 0.22 244206000 0.260 7.000 12.846 100 8.0
205.76 0.22 244206000 0.110 1.000 12.821 100 8.0
205.8 0.22 244206000 -0.130 1.000 12.797 100 8.0
205.84 0.23 242924000 -0.360 1.000 12.773 110 7.0
205.88 0.24 241642000 -0.510 1.000 12.749 100 6.0
205.92 0.23 242924000 -0.390 1.000 12.792 100 6.0
205.96 0.21 245488000 -0.310 1.000 12.835 100 5.0
206 0.22 244206000 -0.310 1.000 12.878 100 6.0
206.04 0.21 245488000 -0.070 1.000 12.921 100 7.0
206.08 0.22 244206000 0.130 7.000 12.964 100 6.0
206.12 0.22 244206000 0.320 7.000 13.007 100 6.0
206.16 0.22 244206000 0.360 7.000 13.050 100 8.0
206.2 0.23 242924000 0.360 7.000 13.093 100 7.0
206.24 0.24 241642000 0.260 7.000 13.136 90 8.0
206.28 0.22 244206000 0.020 1.000 13.179 90 8.0
206.32 0.24 241642000 -0.250 1.000 13.222 90 7.0
206.36 0.24 241642000 -0.430 1.000 13.266 90 7.0
206.4 0.23 242924000 -0.370 1.000 13.309 80 6.0
206.44 0.23 242924000 -0.260 1.000 13.352 80 8.0
206.48 0.23 242924000 -0.270 1.000 13.395 80 8.0
206.52 0.22 244206000 -0.180 1.000 13.438 80 7.0
206.56 0.22 244206000 -0.010 1.000 13.481 70 6.0
206.6 0.22 244206000 0.200 7.000 13.524 90 8.0
206.64 0.23 242924000 0.320 7.000 13.567 90 9.0
206.68 0.25 240360000 0.340 7.000 13.610 100 9.0
206.72 0.24 241642000 0.250 1.000 13.653 100 8.0
206.76 0.23 242924000 0.090 1.000 13.696 110 8.0
206.8 0.24 241642000 -0.130 1.000 13.739 100 7.0
206.84 0.23 242924000 -0.330 1.000 13.782 110 6.0
206.88 0.22 244206000 -0.390 1.000 13.848 110 5.0
206.92 0.23 242924000 -0.270 1.000 13.913 120 5.0
206.96 0.21 245488000 -0.230 1.000 13.979 120 5.0
207 0.21 245488000 -0.170 1.000 14.044 100 3.0
207.04 0.21 245488000 0.050 7.000 14.110 100 5.0
207.08 0.22 244206000 0.250 7.000 14.175 90 7.0
207.12 0.22 244206000 0.400 7.000 14.241 100 7.0
207.16 0.24 241642000 0.440 7.000 14.306 110 7.0
207.2 0.24 241642000 0.400 7.000 14.372 100 8.0
207.24 0.25 240360000 0.280 7.000 14.437 100 8.0
207.28 0.25 240360000 0.070 1.000 14.503 90 7.0
207.32 0.25 240360000 -0.200 1.000 14.568 90 7.0
207.36 0.25 240360000 -0.360 1.000 14.634 100 7.0
207.4 0.24 241642000 -0.300 1.000 14.700 90 5.0
207.44 0.24 241642000 -0.220 1.000 14.765 100 6.0
207.48 0.24 241642000 -0.200 1.000 14.831 90 6.0
207.52 0.23 242924000 -0.150 1.000 14.896 90 7.0
207.56 0.24 241642000 0.010 1.000 14.962 80 6.0
207.6 0.24 241642000 0.190 7.000 15.027 90 6.0
207.64 0.23 242924000 0.290 7.000 15.093 90 5.0
207.68 0.23 242924000 0.290 7.000 15.158 80 4.0
207.72 0.23 242924000 0.200 7.000 15.224 80 3.0
207.76 0.22 244206000 0.040 7.000 15.289 90 4.0
207.8 0.23 242924000 -0.230 1.000 15.355 110 3.0
207.84 0.22 244206000 -0.380 1.000 15.418 70 2.0
207.88 0.23 242924000 -0.400 1.000 15.482 30 2.0
207.92 0.22 244206000 -0.220 1.000 15.545 340 2.0
207.96 0.22 244206000 -0.150 1.000 15.608 350 5.0
208 0.22 244206000 -0.020 1.000 15.672 340 3.0
208.04 0.22 244206000 0.170 7.000 15.735 360 2.0
208.08 0.23 242924000 0.360 7.000 15.799 50 1.0
208.12 0.19 248007500 0.540 1.000 15.862 160 5.0
208.16 0.24 241642000 0.590 1.000 15.925 150 5.0
208.2 0.23 242924000 0.490 1.000 15.989 190 4.0
208.24 0.23 242924000 0.390 1.000 16.052 190 4.0
208.28 0.23 242924000 0.200 1.000 16.115 190 4.0
208.32 0.22 244206000 -0.050 1.000 16.179 200 4.0
208.36 0.24 241642000 -0.210 1.000 16.242 360 2.0
208.4 0.24 241642000 -0.170 1.000 16.306 30 2.0
208.44 0.23 242924000 -0.120 7.000 16.369 80 2.0
208.48 0.23 242924000 -0.120 7.000 16.432 20 2.0
208.52 0.23 242924000 -0.040 7.000 16.496 360 2.0
208.56 0.22 244206000 0.140 7.000 16.559 30 1.0
208.6 0.21 245488000 0.320 7.000 16.622 280 3.0
208.64 0.22 244206000 0.440 7.000 16.686 290 4.0
208.68 0.23 242924000 0.380 7.000 16.749 300 5.0
208.72 0.23 242924000 0.270 7.000 16.813 300 5.0
208.76 0.22 244206000 0.110 7.000 16.876 300 5.0
208.8 0.22 244206000 -0.110 1.000 16.873 300 6.0
208.84 0.23 242924000 -0.300 1.000 16.870 300 6.0
208.88 0.22 244206000 -0.400 1.000 16.866 310 5.0
208.92 0.22 244206000 -0.300 1.000 16.863 320 5.0
208.96 0.23 242924000 -0.200 1.000 16.860 310 4.0
209 0.22 244206000 -0.110 7.000 16.857 300 4.0
209.04 0.23 242924000 0.070 7.000 16.854 310 4.0
209.08 0.22 244206000 0.250 7.000 16.850 320 4.0
209.12 0.24 241642000 0.440 7.000 16.847 330 3.0
209.16 0.22 244206000 0.480 7.000 16.844 320 4.0
209.2 0.22 244206000 0.420 7.000 16.841 330 4.0
209.24 0.23 242924000 0.280 7.000 16.837 330 4.0
209.28 0.25 240360000 0.100 1.000 16.834 350 4.0
209.32 0.24 241642000 -0.130 1.000 16.831 340 3.0
209.36 0.24 241642000 -0.310 1.000 16.828 340 2.0
209.4 0.25 240360000 -0.290 1.000 16.825 350 3.0
209.44 0.24 241642000 -0.220 1.000 16.821 340 3.0
209.48 0.24 241642000 -0.150 1.000 16.818 10 2.0
209.52 0.23 242924000 -0.110 7.000 16.815 30 2.0
209.56 0.24 241642000 -0.010 7.000 16.812 30 3.0
209.6 0.23 242924000 0.240 7.000 16.809 30 2.0
209.64 0.24 241642000 0.400 7.000 16.805 300 5.0
209.68 0.24 241642000 0.390 7.000 16.802 300 5.0
209.72 0.23 242924000 0.290 7.000 16.799 320 5.0
209.76 0.24 241642000 0.120 1.000 17.923 310 5.0
209.8 0.22 244206000 -0.040 1.000 19.048 320 5.0
209.84 0.22 244206000 -0.270 1.000 20.172 330 6.0
209.88 0.24 241642000 -0.320 1.000 21.296 340 6.0
209.92 0.24 241642000 -0.220 1.000 22.420 340 5.0
209.96 0.23 242924000 -0.140 7.000 23.545 340 5.0
210 0.23 242924000 -0.110 7.000 24.669 350 4.0
210.04 0.24 241642000 0.060 7.000 25.793 20 5.0
210.08 0.24 241642000 0.260 7.000 26.918 30 6.0
210.12 0.24 241642000 0.490 7.000 28.042 40 6.0
210.16 0.26 239078000 0.630 1.000 29.166 50 5.0
210.2 0.26 239078000 0.640 1.000 30.290 50 5.0
210.24 0.25 240360000 0.530 1.000 31.415 80 4.0
210.28 0.26 239078000 0.370 1.000 32.539 160 1.0
210.32 0.25 240360000 0.150 1.000 33.663 190 1.0
210.36 0.24 241642000 -0.050 1.000 34.788 80 3.0
210.4 0.23 242924000 -0.080 1.000 35.912 80 6.0
210.44 0.25 240360000 -0.010 7.000 37.036 90 6.0
210.48 0.26 239078000 -0.030 7.000 38.161 70 3.0
210.52 0.24 241642000 0.010 7.000 39.285 40 5.0
210.56 0.25 240360000 0.170 7.000 40.409 60 4.0
210.6 0.24 241642000 0.370 7.000 41.533 60 3.0
210.64 0.24 241642000 0.520 7.000 42.658 40 4.0
210.68 0.24 241642000 0.540 1.000 43.782 100 8.0
210.72 0.24 241642000 0.450 1.000 42.938 100 3.0
210.76 0.26 239078000 0.330 1.000 42.095 80 5.0
210.8 0.25 240360000 0.110 1.000 41.251 40 6.0
210.84 0.24 241642000 -0.080 1.000 40.407 50 6.0
210.88 0.23 242924000 -0.260 1.000 39.563 50 7.0
210.92 0.24 241642000 -0.230 1.000 38.720 40 6.0
210.96 0.24 241642000 -0.110 7.000 37.876 40 6.0
211 0.24 241642000 -0.040 7.000 37.032 40 6.0
211.04 0.23 242924000 0.120 7.000 36.189 30 4.0
211.08 0.23 242924000 0.280 7.000 35.345 30 5.0
211.12 0.23 242924000 0.510 7.000 34.501 40 3.0
211.16 0.22 244206000 0.650 1.000 33.658 40 3.0
211.2 0.24 241642000 0.660 1.000 32.814 30 3.0
211.24 0.24 241642000 0.580 1.000 31.970 10 3.0
211.28 0.23 242924000 0.420 1.000 31.126 30 2.0
211.32 0.23 242924000 0.230 1.000 30.283 50 2.0
211.36 0.24 241642000 0.030 1.000 29.439 100 3.0
211.4 0.24 241642000 -0.020 1.000 28.595 40 2.0
211.44 0.24 241642000 0.120 7.000 27.752 70 2.0
211.48 0.22 244206000 0.120 7.000 26.908 90 1.0
211.52 0.23 242924000 0.180 7.000 26.064 280 3.0
211.56 0.24 241642000 0.330 7.000 25.220 280 5.0
211.6 0.24 241642000 0.530 7.000 24.377 290 4.0
211.64 0.24 241642000 0.710 1.000 23.533 280 4.0
211.68 0.22 244206000 0.770 1.000 24.527 280 4.0
211.72 0.23 242924000 0.640 1.000 25.521 280 3.0
211.76 0.23 242924000 0.520 1.000 26.515 270 3.0
211.8 0.24 241642000 0.320 1.000 27.508 250 3.0
211.84 0.24 241642000 0.100 7.000 28.502 260 2.0
211.88 0.22 244206000 -0.120 7.000 29.496 280 1.0
211.92 0.24 241642000 -0.060 7.000 30.490 210 1.0
211.96 0.24 241642000 0.060 7.000 31.484 160 1.0
212 0.23 242924000 0.090 7.000 32.478 140 1.0
212.04 0.23 242924000 0.170 7.000 33.472 100 4.0
212.08 0.23 242924000 0.350 7.000 34.466 100 5.0
212.12 0.24 241642000 0.580 7.000 35.459 100 5.0
212.16 0.25 240360000 0.740 1.000 36.453 100 5.0
212.2 0.24 241642000 0.710 1.000 37.447 130 4.0
212.24 0.24 241642000 0.580 1.000 38.441 140 3.0
212.28 0.24 241642000 0.430 1.000 39.435 165 3.0
212.32 0.24 241642000 0.220 1.000 40.429 190 3.0
212.36 0.23 242924000 -0.020 7.000 41.423 120 1.0
212.4 0.23 242924000 -0.100 7.000 42.417 110 2.0
212.44 0.24 241642000 0.040 7.000 43.410 130 3.0
212.48 0.23 242924000 0.100 7.000 44.404 320 3.0
212.52 0.23 242924000 0.130 1.000 45.398 310 5.0
212.56 0.24 241642000 0.250 1.000 46.392 330 8.0
212.6 0.23 242924000 0.430 1.000 47.386 320 9.0
212.64 0.22 244206000 0.600 1.000 46.424 310 9.0
212.68 0.19 248007500 0.660 1.000 45.463 310 10.0
212.72 0.19 248007500 0.550 1.000 44.502 310 10.0
212.76 0.20 246770000 0.370 1.000 43.540 310 9.0
212.8 0.20 246770000 0.150 1.000 42.579 310 10.0
212.84 0.19 248007500 -0.140 7.000 41.617 310 10.0
212.88 0.18 249245000 -0.330 7.000 40.656 310 11.0
212.92 0.18 249245000 -0.320 7.000 39.694 300 11.0
212.96 0.18 249245000 -0.150 7.000 38.733 300 10.0
213 0.17 250482500 -0.090 7.000 37.771 310 10.0
213.04 0.18 249245000 0.000 7.000 36.810 300 10.0
213.08 0.18 249245000 0.160 7.000 35.848 300 10.0
213.12 0.18 249245000 0.450 1.000 34.887 300 10.0
213.16 0.19 248007500 0.660 1.000 33.925 290 10.0
213.2 0.19 248007500 0.620 1.000 32.964 300 10.0
213.24 0.18 249245000 0.560 1.000 32.002 290 12.0
213.28 0.18 249245000 0.410 1.000 31.041 300 13.0
213.32 0.15 252957500 0.170 1.000 30.079 300 14.0
213.36 0.14 254195000 -0.030 1.000 29.118 300 13.0
213.4 0.15 252957500 -0.070 1.000 28.156 320 12.0
213.44 0.13 255432500 0.080 1.000 27.195 310 12.0
213.48 0.16 251720000 0.170 1.000 26.233 310 11.0
213.52 0.16 251720000 0.180 1.000 25.272 310 12.0
213.56 0.16 251720000 0.340 1.000 24.310 300 12.0
213.6 0.18 249245000 0.520 1.000 24.149 310 11.0
213.64 0.16 251720000 0.700 1.000 23.987 300 11.0
213.68 0.18 249245000 0.690 1.000 23.826 310 11.0
213.72 0.18 249245000 0.600 1.000 23.664 310 11.0
213.76 0.17 250482500 0.450 1.000 23.503 300 10.0
213.8 0.18 249245000 0.210 1.000 23.341 300 9.0
213.84 0.18 249245000 -0.080 7.000 23.180 300 10.0
213.88 0.18 249245000 -0.330 7.000 23.018 310 9.0
213.92 0.17 250482500 -0.220 7.000 22.857 300 10.0
213.96 0.17 250482500 -0.090 7.000 22.695 300 9.0
214 0.18 249245000 -0.110 7.000 22.534 300 11.0
214.04 0.17 250482500 -0.050 7.000 22.372 300 11.0
214.08 0.16 251720000 0.140 7.000 22.211 300 11.0
214.12 0.16 251720000 0.380 1.000 22.049 310 9.0
214.16 0.15 252957500 0.500 1.000 21.888 290 10.0
214.2 0.18 249245000 0.420 1.000 21.726 300 10.0
214.24 0.15 252957500 0.340 1.000 21.565 310 10.0
214.28 0.16 251720000 0.160 1.000 21.403 300 10.0
214.32 0.15 252957500 -0.110 7.000 21.242 290 10.0
214.36 0.14 254195000 -0.310 7.000 21.080 300 10.0
214.4 0.14 254195000 -0.220 7.000 20.919 300 10.0
214.44 0.16 251720000 -0.030 7.000 20.757 290 9.0
214.48 0.14 254195000 -0.040 7.000 20.596 300 8.0
214.52 0.14 254195000 -0.020 7.000 20.434 300 8.0
214.56 0.15 252957500 0.190 1.000 20.494 300 8.0
214.6 0.17 250482500 0.420 1.000 20.553 300 7.0
214.64 0.17 250482500 0.550 1.000 20.613 300 7.0
214.68 0.17 250482500 0.530 1.000 20.672 300 8.0
214.72 0.15 252957500 0.450 1.000 20.732 300 8.0
214.76 0.17 250482500 0.280 1.000 20.792 300 8.0
214.8 0.17 250482500 -0.010 4.000 20.851 300 8.0
214.84 0.15 252957500 -0.290 4.000 20.911 300 7.0
214.88 0.14 254195000 -0.360 4.000 20.970 300 7.0
214.92 0.16 251720000 -0.250 4.000 21.030 300 7.0
214.96 0.15 252957500 -0.180 4.000 21.089 300 7.0
215 0.16 251720000 -0.150 4.000 21.149 300 7.0
215.04 0.16 251720000 -0.070 4.000 21.209 300 6.0
215.08 0.16 251720000 0.170 4.000 21.268 300 6.0
215.12 0.17 250482500 0.390 1.000 21.328 300 6.0
215.16 0.17 250482500 0.410 1.000 21.387 300 6.0
215.2 0.15 252957500 0.400 1.000 21.447 300 6.0
215.24 0.17 250482500 0.270 1.000 21.507 300 5.0
215.28 0.17 250482500 0.070 1.000 21.566 310 4.0
215.32 0.16 251720000 -0.180 1.000 21.626 300 5.0
215.36 0.17 250482500 -0.330 1.000 21.685 300 4.0
215.4 0.17 250482500 -0.280 1.000 21.745 280 4.0
215.44 0.16 251720000 -0.100 1.000 21.804 260 3.0
215.48 0.16 251720000 -0.080 5.000 21.864 250 2.0
215.52 0.16 251720000 0.020 5.000 22.565 260 2.0
215.56 0.17 250482500 0.280 5.000 23.265 250 3.0
215.6 0.18 249245000 0.460 5.000 23.966 240 2.0
215.64 0.18 249245000 0.470 5.000 24.667 220 3.0
215.68 0.18 249245000 0.450 1.000 25.368 190 4.0
215.72 0.18 249245000 0.310 1.000 26.068 190 4.0
215.76 0.19 248007500 0.120 1.000 26.769 170 3.0
215.8 0.18 249245000 -0.170 1.000 27.470 150 6.0
215.84 0.18 249245000 -0.390 1.000 28.170 140 6.0
215.88 0.19 248007500 -0.430 1.000 28.871 140 8.0
215.92 0.20 246770000 -0.240 1.000 29.572 150 8.0
215.96 0.20 246770000 -0.230 1.000 30.272 150 8.0
216 0.19 248007500 -0.200 1.000 30.973 140 7.0
216.04 0.21 245488000 0.010 1.000 31.674 150 9.0
216.08 0.22 244206000 0.270 5.000 32.375 130 10.0
216.12 0.20 246770000 0.470 5.000 33.075 130 11.0
216.16 0.22 244206000 0.480 1.000 33.776 130 11.0
216.2 0.22 244206000 0.440 1.000 34.477 140 10.0
216.24 0.22 244206000 0.340 1.000 35.177 130 11.0
216.28 0.20 246770000 0.090 1.000 35.878 140 10.0
216.32 0.22 244206000 -0.110 1.000 36.579 140 10.0
216.36 0.21 245488000 -0.200 1.000 37.280 140 9.0
216.4 0.20 246770000 -0.010 1.000 37.980 130 9.0
216.44 0.19 248007500 0.140 5.000 38.681 140 10.0
216.48 0.20 246770000 0.080 5.000 39.077 130 12.0
216.52 0.20 246770000 0.300 5.000 39.473 140 12.0
216.56 0.23 242924000 0.570 5.000 39.869 130 13.0
216.6 0.21 245488000 0.760 1.000 40.265 110 14.0
216.64 0.24 241642000 0.750 1.000 40.661 120 14.0
216.68 0.25 240360000 0.680 1.000 41.057 160 4.0
216.72 0.22 244206000 0.540 1.000 41.453 230 6.0
216.76 0.19 248007500 0.440 1.000 41.849 250 5.0
216.8 0.17 250482500 0.250 1.000 42.245 270 6.0
216.84 0.18 249245000 0.090 1.000 42.641 260 8.0
216.88 0.17 250482500 0.170 1.000 43.037 270 6.0
216.92 0.16 251720000 0.230 1.000 43.433 270 6.0
216.96 0.16 251720000 0.240 1.000 43.830 260 6.0
217 0.18 249245000 0.290 1.000 44.226 260 4.0
217.04 0.18 249245000 0.480 1.000 44.622 230 2.0
217.08 0.19 248007500 0.720 1.000 45.018 230 2.0
217.12 0.19 248007500 0.790 1.000 45.414 260 3.0
217.16 0.19 248007500 0.770 1.000 45.810 260 3.0
217.2 0.20 246770000 0.670 1.000 46.206 270 2.0
217.24 0.19 248007500 0.530 1.000 46.602 270 2.0
217.28 0.19 248007500 0.290 1.000 46.998 270 5.0
217.32 0.18 249245000 0.080 1.000 47.394 240 3.0
217.36 0.19 248007500 0.130 1.000 47.790 270 5.0
217.4 0.19 248007500 0.310 1.000 48.186 260 5.0
217.44 0.20 246770000 0.270 1.000 47.360 260 5.0
217.48 0.19 248007500 0.360 1.000 46.534 270 5.0
217.52 0.18 249245000 0.560 1.000 45.708 270 4.0
217.56 0.18 249245000 0.810 1.000 44.882 260 4.0
217.6 0.19 248007500 0.920 1.000 44.056 280 4.0
217.64 0.20 246770000 0.860 1.000 43.230 280 4.0
217.68 0.19 248007500 0.750 1.000 42.404 280 4.0
217.72 0.19 248007500 0.620 1.000 41.578 280 3.0
217.76 0.20 246770000 0.400 1.000 40.752 310 2.0
217.8 0.20 246770000 0.150 1.000 39.926 310 2.0
217.84 0.20 246770000 0.010 1.000 39.100 330 2.0
217.88 0.20 246770000 0.140 1.000 38.274 330 2.0
217.92 0.20 246770000 0.170 1.000 37.447 270 5.0
217.96 0.20 246770000 0.130 1.000 36.621 270 5.0
218 0.21 245488000 0.210 1.000 35.795 280 6.0
218.04 0.20 246770000 0.380 1.000 34.969 290 5.0
218.08 0.20 246770000 0.620 1.000 34.143 280 5.0
218.12 0.21 245488000 0.650 1.000 33.317 280 5.0
218.16 0.20 246770000 0.550 1.000 32.491 260 5.0
218.2 0.21 245488000 0.470 1.000 31.665 280 4.0
218.24 0.20 246770000 0.260 1.000 30.839 240 2.0
218.28 0.20 246770000 0.030 1.000 30.013 290 6.0
218.32 0.21 245488000 -0.100 1.000 29.187 250 4.0
218.36 0.20 246770000 0.010 1.000 28.361 270 4.0
218.4 0.20 246770000 0.120 5.000 28.206 250 4.0
218.44 0.20 246770000 0.120 5.000 28.051 260 4.0
218.48 0.21 245488000 0.280 5.000 27.896 270 4.0
218.52 0.22 244206000 0.440 5.000 27.740 250 4.0
218.56 0.21 245488000 0.620 1.000 27.585 260 3.0
218.6 0.20 246770000 0.710 1.000 27.430 230 3.0
218.64 0.21 245488000 0.660 1.000 27.275 230 2.0
218.68 0.23 242924000 0.560 1.000 27.120 250 2.0
218.72 0.22 244206000 0.430 1.000 26.965 240 2.0
218.76 0.22 244206000 0.190 1.000 26.810 260 3.0
218.8 0.23 242924000 -0.070 1.000 26.655 260 3.0
218.84 0.22 244206000 -0.110 1.000 26.500 260 3.0
218.88 0.22 244206000 0.050 1.000 26.344 270 3.0
218.92 0.22 244206000 0.100 1.000 26.189 280 3.0
218.96 0.22 244206000 0.120 1.000 26.034 260 3.0
219 0.22 244206000 0.230 1.000 25.879 70 2.0
219.04 0.22 244206000 0.420 1.000 25.724 90 3.0
219.08 0.22 244206000 0.560 1.000 25.569 140 3.0
219.12 0.22 244206000 0.550 1.000 25.414 120 1.0
219.16 0.22 244206000 0.470 1.000 25.259 250 2.0
219.2 0.23 242924000 0.350 1.000 25.103 240 3.0
219.24 0.23 242924000 0.140 1.000 24.948 250 3.0
219.28 0.23 242924000 -0.100 1.000 24.793 260 3.0
